03:42:25 citybuddy-bench-k6 cpu=0.89% mem=45.33MiB / 13.63GiB
03:42:25 citybuddy-bench-agent cpu=3.16% mem=58.7MiB / 13.63GiB
03:42:25 citybuddy-bench-model cpu=0.33% mem=38.17MiB / 13.63GiB
03:42:25 citybuddy-bench-commerce cpu=2.95% mem=347.4MiB / 13.63GiB
03:42:25 citybuddy-mysql-1 cpu=6.71% mem=1.03GiB / 13.63GiB
03:42:25 citybuddy-elasticsearch-1 cpu=0.20% mem=1.282GiB / 13.63GiB
03:42:27 citybuddy-bench-k6 cpu=0.65% mem=45.16MiB / 13.63GiB
03:42:27 citybuddy-bench-agent cpu=3.68% mem=58.89MiB / 13.63GiB
03:42:27 citybuddy-bench-model cpu=0.30% mem=38.17MiB / 13.63GiB
03:42:27 citybuddy-bench-commerce cpu=1.97% mem=347.4MiB / 13.63GiB
03:42:27 citybuddy-mysql-1 cpu=5.26% mem=1.031GiB / 13.63GiB
03:42:27 citybuddy-elasticsearch-1 cpu=0.18% mem=1.282GiB / 13.63GiB
03:42:29 citybuddy-bench-k6 cpu=0.77% mem=45.22MiB / 13.63GiB
03:42:29 citybuddy-bench-agent cpu=4.13% mem=58.89MiB / 13.63GiB
03:42:29 citybuddy-bench-model cpu=0.35% mem=38.17MiB / 13.63GiB
03:42:29 citybuddy-bench-commerce cpu=2.66% mem=347.4MiB / 13.63GiB
03:42:29 citybuddy-mysql-1 cpu=5.28% mem=1.031GiB / 13.63GiB
03:42:29 citybuddy-elasticsearch-1 cpu=2.24% mem=1.282GiB / 13.63GiB
03:42:31 citybuddy-bench-k6 cpu=0.67% mem=45.25MiB / 13.63GiB
03:42:31 citybuddy-bench-agent cpu=3.19% mem=58.91MiB / 13.63GiB
03:42:31 citybuddy-bench-model cpu=0.28% mem=38.17MiB / 13.63GiB
03:42:31 citybuddy-bench-commerce cpu=1.44% mem=347.4MiB / 13.63GiB
03:42:31 citybuddy-mysql-1 cpu=4.36% mem=1.031GiB / 13.63GiB
03:42:31 citybuddy-elasticsearch-1 cpu=0.16% mem=1.282GiB / 13.63GiB
03:42:33 citybuddy-bench-k6 cpu=1.07% mem=45.29MiB / 13.63GiB
03:42:33 citybuddy-bench-agent cpu=4.11% mem=57.52MiB / 13.63GiB
03:42:33 citybuddy-bench-model cpu=0.26% mem=38.17MiB / 13.63GiB
03:42:33 citybuddy-bench-commerce cpu=5.94% mem=347.5MiB / 13.63GiB
03:42:33 citybuddy-mysql-1 cpu=8.94% mem=1.031GiB / 13.63GiB
03:42:33 citybuddy-elasticsearch-1 cpu=1.36% mem=1.282GiB / 13.63GiB
03:42:35 citybuddy-bench-k6 cpu=0.78% mem=45.28MiB / 13.63GiB
03:42:35 citybuddy-bench-agent cpu=3.33% mem=57.54MiB / 13.63GiB
03:42:35 citybuddy-bench-model cpu=0.26% mem=38.17MiB / 13.63GiB
03:42:35 citybuddy-bench-commerce cpu=1.35% mem=347.5MiB / 13.63GiB
03:42:35 citybuddy-mysql-1 cpu=4.69% mem=1.031GiB / 13.63GiB
03:42:35 citybuddy-elasticsearch-1 cpu=1.55% mem=1.282GiB / 13.63GiB
03:42:37 citybuddy-bench-k6 cpu=0.55% mem=45.3MiB / 13.63GiB
03:42:37 citybuddy-bench-agent cpu=2.79% mem=57.55MiB / 13.63GiB
03:42:37 citybuddy-bench-model cpu=0.26% mem=38.17MiB / 13.63GiB
03:42:37 citybuddy-bench-commerce cpu=1.84% mem=347.5MiB / 13.63GiB
03:42:37 citybuddy-mysql-1 cpu=4.13% mem=1.031GiB / 13.63GiB
03:42:37 citybuddy-elasticsearch-1 cpu=0.13% mem=1.282GiB / 13.63GiB
03:42:39 citybuddy-bench-k6 cpu=0.68% mem=47.33MiB / 13.63GiB
03:42:39 citybuddy-bench-agent cpu=3.21% mem=57.57MiB / 13.63GiB
03:42:39 citybuddy-bench-model cpu=0.24% mem=38.17MiB / 13.63GiB
03:42:39 citybuddy-bench-commerce cpu=1.67% mem=347.5MiB / 13.63GiB
03:42:39 citybuddy-mysql-1 cpu=4.60% mem=1.031GiB / 13.63GiB
03:42:39 citybuddy-elasticsearch-1 cpu=0.16% mem=1.282GiB / 13.63GiB
03:42:41 citybuddy-bench-k6 cpu=0.59% mem=49.38MiB / 13.63GiB
03:42:41 citybuddy-bench-agent cpu=2.98% mem=57.58MiB / 13.63GiB
03:42:41 citybuddy-bench-model cpu=0.25% mem=38.17MiB / 13.63GiB
03:42:41 citybuddy-bench-commerce cpu=1.31% mem=347.5MiB / 13.63GiB
03:42:41 citybuddy-mysql-1 cpu=4.21% mem=1.031GiB / 13.63GiB
03:42:41 citybuddy-elasticsearch-1 cpu=1.59% mem=1.282GiB / 13.63GiB
03:42:43 citybuddy-bench-k6 cpu=0.61% mem=49.39MiB / 13.63GiB
03:42:43 citybuddy-bench-agent cpu=2.76% mem=57.62MiB / 13.63GiB
03:42:43 citybuddy-bench-model cpu=0.21% mem=38.17MiB / 13.63GiB
03:42:43 citybuddy-bench-commerce cpu=1.50% mem=347.5MiB / 13.63GiB
03:42:43 citybuddy-mysql-1 cpu=4.01% mem=1.031GiB / 13.63GiB
03:42:43 citybuddy-elasticsearch-1 cpu=0.15% mem=1.282GiB / 13.63GiB
03:42:45 citybuddy-bench-k6 cpu=0.79% mem=49.39MiB / 13.63GiB
03:42:45 citybuddy-bench-agent cpu=3.88% mem=57.67MiB / 13.63GiB
03:42:45 citybuddy-bench-model cpu=0.31% mem=38.17MiB / 13.63GiB
03:42:45 citybuddy-bench-commerce cpu=1.46% mem=347.5MiB / 13.63GiB
03:42:45 citybuddy-mysql-1 cpu=5.54% mem=1.031GiB / 13.63GiB
03:42:45 citybuddy-elasticsearch-1 cpu=0.21% mem=1.282GiB / 13.63GiB
03:42:47 citybuddy-bench-k6 cpu=0.60% mem=49.39MiB / 13.63GiB
03:42:47 citybuddy-bench-agent cpu=2.90% mem=57.71MiB / 13.63GiB
03:42:47 citybuddy-bench-model cpu=0.22% mem=38.17MiB / 13.63GiB
03:42:47 citybuddy-bench-commerce cpu=2.11% mem=348MiB / 13.63GiB
03:42:47 citybuddy-mysql-1 cpu=4.28% mem=1.031GiB / 13.63GiB
03:42:47 citybuddy-elasticsearch-1 cpu=1.41% mem=1.282GiB / 13.63GiB
03:42:49 citybuddy-bench-k6 cpu=0.74% mem=49.39MiB / 13.63GiB
03:42:49 citybuddy-bench-agent cpu=3.76% mem=57.76MiB / 13.63GiB
03:42:49 citybuddy-bench-model cpu=0.26% mem=38.17MiB / 13.63GiB
03:42:49 citybuddy-bench-commerce cpu=5.23% mem=345.5MiB / 13.63GiB
03:42:49 citybuddy-mysql-1 cpu=5.28% mem=1.031GiB / 13.63GiB
03:42:49 citybuddy-elasticsearch-1 cpu=0.19% mem=1.282GiB / 13.63GiB
03:42:51 citybuddy-bench-k6 cpu=0.62% mem=49.41MiB / 13.63GiB
